USC00088620           7C    11S    17S    10S    17S    19S    18S    25S    27S    17S    11S     8P
USC00088780           4P     5P     6P     9P    13P    31P    25P    21P    21P    14P     7P     4P
USC00088824           9C     7C    15C     7C     6C    23C    25C    24C    19C    10C     4C     7C
USC00088841           6S     6S     8S     7S     9S    20S     9P    17S    26S    15S     8S     4S
USC00088942           6C     8C    12S     9S     8S    19C    24C    22C    25C    15C     7C     8C
USC00089120          12C    10S    15S     9S     7S    23S    27C    33S    21C     8C     9S     8S
USC00089176           7C     7S    12C     8C     8C    23C    21C    23C    20C    13C     5C     7C
USC00089219           6S     8C    12C     8C     8C    21S    19S    22C    21S    14S    10S     5S
USC00089401           6S     9S    11S    10S    12C    25C    27C    27S    19S     8S     5S     6S
USC00089566          14S    15C    21C    13S     8S    19C    25S    20S    15C     9S    12C    10S
USC00089707           7S     7S    13S     8S     6S    28S    26S    21S    15S     9S     6S     8S
USC00090010          18S    13C    17C    10S     7S    13C     8S     9S     9S     6C    10C    11S
USC00090044          16P    14P    16P    11P    12P    11P    13P    13P    12P    10P    12P    11P
USC00090140          19C    15S    19C    11C    12C    15C    18S    15C    10C     7C    11C    14C
USC00090219          15P    17P    16P    10P    14P    10P    13P    16P    16P    14P    12P    15P
USC00090253          15P    15S    18S    13S     8P    13P    15S    12S     9S     8S    10S    14S
USC00090406          19P    16P    20P    12P     9P    17P    13P     9P    12P     8P    11P    11P
USC00090441          15P    15P    16P    10P    12P    21P    20P    24P    13P    11P    10P    10P
USC00090444          14S    16S    14C     8S    10S    12S    15C    12C    14S    12S    13C    11C
USC00090586          16S    18S    21S    13S    12S    20S    14S    16S    14S     9S    12S    11S
USC00090603          16C    15C    17C    11C    10C    10S    13S    14C    15C    12C    12C    13C
USC00090746          14P    18P    19P    10P    12P    12P    16P     9P    14P    15P    17P    20P
USC00090969          18S    15S    18S    13C    12C    11S    13S    12C    15S    11S    15C    15C
USC00090979          18P    15P    19P    14P    13P    15P    15P    16P    12P     8P     9P    15P
USC00091132          11P    12P    15P     6P     6P    11P    14P    11P    11P    12P    12P    12P
USC00091266          12C    11C    11C     9C     8S    15C    12C    19S    11C     9C     8S    12C
USC00091340          10C    11C    13C     8C     6C    16S    16C    22C    21S    12C     6C     6C
USC00091372          13S    14C    17C    10C     8C    13S    17C    12C    11C     7C    16S    13C
USC00091425          12P    13P    16P     9P     9P    15P    15P    16P    10P     9P    15P    10P
USC00091448          12P    16P    15P     7P     6P     8P    14P    10P     6P     8P    15P    11P
USC00091463          16P    17P    20P     8P    11P    18P    17P    12P    12P     9P    10P    12P
USC00091474          15P    17P    15P    11P    12P    11P     8P    12P    13P    11P    17P    14P
USC00091500          17C    17C    19C    12S     7C    16C    19C    14C    10C     9C    11C    13C
USC00091585          17C    16C    15C    12C    10C    10C    13C    15C    14C    12S    15S    14S
USC00091619          13S    17S    16S     8S    11S    13S    14S    12S    13S    15S    12S    14S
USC00091640          14C    19S    18C    12C    12S    10C    13C     7C    11C    11C    16S    13C
USC00091657          19P    16P    17P    12P    11P    15P    13P    14P    12P    12P    18P    16P
USC00091665          13S    16S    13P    11S     9P    11S    13S     9S    10S     9S    11S     9P
USC00091670          15C    15C    14C    13S    13S     8C    13C    14C    12C    10S    14C    13S
USC00091732          14C    14C    17C    12C    14C    13C    13C    12S    13S    10C    15C    13C
USC00091863          13C    13C    14C    12C    13C    15C    15C    10C    15C    11C    16C    13C
USC00091906          13S    14S    13P     6P     9S     9S    11S     7P    13P    11P    15P    13P
USC00091965          19P    16P    21P    12P    10P    15P    12P    20P    17P    12P    19P    16P
USC00091973          12P     8P    12P     8P     9P    13P    15P    18P    11P    11P    11P     9P
USC00091982          24C    23C    20S    18C    16C    16S    16S    18C    19C    17C    21C    24S
USC00092006          18C    18C    19C    13C    13C    10C    12C    15C    17C    15C    17C    19C
USC00092055          11P    12P    12P    12P     7P    18P    16P    13P    12P     9P    10P    11P
USC00092180          17S    15S    14S     8S    10S    14S    11S    11S    12S    14S    13S    15S
USC00092266          16C    14C    16S    11C     8C    12S    11C    10C    13S     6C    10S    10C
USC00092283          19C    18C    17C    11C    10C    13C    12C    15C    15S    14C    15C    14C
USC00092318          12S    15P    16S     8S     9S    11S    13S    12S    12S    11S    13S    12S
USC00092361          15C    12S    14C    10S     7C    11C    12C    10S    13C     6C    11C    12C
USC00092408          17S    16S    17S    10S     9S    10S    12S    14S    15S    13S    13S    14S
USC00092429          15S    13C    15C    11C    12C    12S    14C    10C    10C    10C    17C    14C
USC00092450          16C    16C    17C    11S     9S    16S    21S    13S    10C     9S    13C    14C
USC00092475          22P    22P    18P    14P    14P    12P    14P    13P    17P    19P    18P    20P
USC00092485          15C    16C    14C    10C    11C    11C    16C    13C    13C    10C    15C    13C
USC00092493          19P    19P    17P    12P    13P    16P    15P    11P    17P    10P    17P    17P
USC00092517          12P    10P    17P    10P    10P    10P     9P     8P    15P    12P    11P    15P
USC00092532           9P    16P    13P     8P    11P    11P    15P    16P     8P    10P    12P    13P
USC00092570          16S    15S    20S     9S    13S    15S    18P    12S     9S     9S    12S    14P
USC00092578          20P    20P    19P    16P    15P    15P    16P    15P    16P    14P    17P    19P
USC00092716          14P    14P    15P     9P     9P    21P    18P    16P     8P    11P     9P     8P
USC00092791          15P    16P    19P    12P    15P    13P    19P    11P    18P     9P    17P     9P
USC00092839          14C    14C    19S     8S     6S    14S    17S    16S    13S    10S    11S    11S
USC00092966          17C    12C    15C    10C     7C    14C    17C    11C    11C     9C    10S    12C
USC00093060          11C    13C    16C     7C     9C    12C    15C    11C     9C    10C    12C    12C
USC00093115          16C    17C    18S    12C    14C    13C    13C    12C    13C    12C    20C    16C
USC00093147          13C    18C    15C    11C    12C     9C    16C    15C    11C    10C    14C    14C
USC00093271          13P    15P    15P    11P     9P    10P    12P     9P    10P    10P    13P    10P
USC00093325          13S     9S    16S     7P     7S    21S    19S    17S    12P     9S     7S     8S
USC00093386          15P    14P    18P     7P     7P    13P    10P    15P    13P     8P     8P    12P
USC00093465          12S    11C    12C     9C    11C    18S    21C    22C    11C    11C     4C     7C
USC00093538          12C    11S    12C     8S     9S    18S    19C    21S    16S    13S     9S     9S
USC00093570          15P    18P    20P    12P    10P    14P    16P    10P    11P     9P    14P    12P
USC00093621          16C    18C    18C    10C    11C    11C    12C    12C    13C    13C    15C    13C
USC00093695          12C    12S    12C     7C     6C    14C    12C    12C    11C     9C     8C    11C
USC00093754          10S    10S    13S     9S     7S    14S    12S    19S    13S    11S     8S    11S
USC00094133          16P    15S    16S    10S    12S     9S    12S     9P    15S    12P    13P    16S
USC00094170          14S    12S    17S     9S    10S    13S    12S    10S    11S     9C    11C    12S
USC00094230          23P    20P    23S    16S    17S    19S    19S    18S    22S    13S    21S    20S
USC00094429          16S    13S    14C    11C     6C    21C    17C    19C    14S     6C     8C    10C
USC00094594          13S    13S    17C     9C     8S    11S    12S    13S    13S     9S     9C    14C
USC00094648          17C    15C    16C    13S    11C    13S    16S    12C    13C    12C    19C    17C
USC00094674          13P    16P    10P    12P     8P    17P    17P    19P     9P     8P     8P     7P
USC00094700          16S    15C    15C    10C     7C     8C    11C    11C    11C    11C    13S     9C
USC00094728          15C    17C    16C    11C     7S    11S    12C    13C    11C     9C    14C    13C
USC00094941          19S    17S    18S    14C    12S    11S    15S    12S    13S    13C    19S    19S
USC00094949          15P    21P    18P    14P    10P    11P    16P    12P    12P    11P    17P    14P
USC00095204          12P    14P    15P     6P    11P    12P    13P    10P    10P    11P     9P    11P
USC00095314          13C    12C    14C     6C     6C    12C     9S    13C    13C     8S     9C    12C
USC00095394          14S    17S    17S    10S     8S    15S    18S    12S    10S     8S    13S    11S
USC00095404          16P    17P    16P     9P    11P    12P    19P    16P    12P    13P    10P     9P
USC00095811          17P    10P    16P    11P    10P    13P    18P    22P    12P    11P     9P    15P
USC00095858          17P    13P    16P    13P     8P    12P    15P    16P    11P    12P    10P    10P
USC00095863          12S    15S    15C    10S     8C    13C    13S    16S     8C    10S     9S    11S
USC00095874          13S    13S    16S     7S     6S    10S     9C    11S    15S    10C    12S    11C
USC00095882          13P    15P    10P     7P     5P    13P    13P    13P     5P    13P    11P    10P
USC00095979          12C    13C    16C    11C     9C     9C    14C    12S    11C     9C    11C    12C
USC00095988          13C    13S    16C     9C     8C    10C    15C    11C     8S     9S    12C     9C
USC00096043          14S    17S    17S    13S    10S    15S    18S    16S     9S     8S    11S    16S
USC00096087          18S    18S    21S     9S     7S    14C    18S    13C     9S     7S    10C    12C
USC00096335          13S    16S    17S    11S    12S    10S    14S    13S    13S     9S    14S    11S
USC00096407          16P    21P    19P     9P    12P    14P    18P    15P    18P    12P    16P    12P
USC00097087          13C    15C    17C    11S     9C    14S    11C    13C     8C     7C    10C    15C
USC00097201          13C    15C    18C    12C    11C    10S    15C    11C    10C     7S    12C    16S
USC00097430          15P    17P    14P     8P    10P     6P    10P    10P    10P     8P    16P    12P
USC00097489          14S    17S    11S     7S     9S     8S     9P     6P    12P    12P    14P    15P
USC00097600          12C    12C    16C    12C    11C    15C    15C    12S    11S    12S    16S    14S
USC00097777          15S    11S    15S     9S     8S    11S    14S    14C    14S    10S     8S    11S
USC00097808          11S    10S    12C     8S     8S    15C    12S    26S    19S    14S     7C     8S
USC00097827          15P    12P    16P     9P    13P    19P    15P    16P    18P    15P    18P    22P
USC00098064          11C    15C    15C     7C     9C     9C    13C    14S    11C     8S     9C    11C
USC00098223          13P    13P    14P     5P     8P     8P    13P    14P     9P    13P    11P     7P
USC00098351          13P    10P    13P     8P     6P    16P    17P    15P    10P    10P    10P    10P
USC00098436          20S    17S    20C    15C    15C    15C    14S    15C    12S    13C    19C    19S
USC00098476          13P    11P    14P     7P     7P    14P    17P    18P    10P    10P     6P    11P
USC00098496          17P    13P    19P     9P     6P    13P    14P    17P    13P    10P    10P    10P
USC00098535          14C    17S    17S    11S     9S    12S    14S    10S    12S     9S    14S    17S
USC00098600          13C    11C    12S     8C    13C     8C    15C    13C    11C     9C    12C    11C
USC00098661          12S    15S    18S    11S    10S     9S    18S    13S    12S     9S    15S    13S
USC00098703          14C    12C    18C     9C     7C    13C    13S    11C    13C     9C     9C    14C
USC00098740          17C    18C    19C     9C    10C    16C    16C    16S    15C    15S    14S    15S
USC00098950          12C    14C    15S     9S     7C    11C    14C    15S    13S    11C    15S    12S
USC00099077          16P    16P    18P    12P    16P     9P    14P    12P    12P     9P    16P    14P
USC00099157          10C    14C    13S     7C     8C     9S    11S    13C    10C    12C     8C    10C
USC00099186          15C    12C    14C     8C     8C    21C    18C    20S    12C     9C     7S    10C
USC00099194          12S    14S    15S    11S     5S    15S    20S    14S    12S    10S     9S    14S
USC00099291          13C    19C    18C    12C    10S     8S    16S    10C     9S     9S    16C    15C
USC00099466          19P    16P    18P    11P    11P    12P    11P    13P    12P    12P    16P    12P
USC00099486          13P    14P    17P     7P    11P    13P     9P    11P    17P    11P    11P    12P
USC00099502          10P    12P     9P    10P     7P    23P    18P    25P    20P    12P     3P     8P
USC00099506          13S    17S    17S    10S    10C    10S    12C     7S    11C    10S    13C    11S
USC00099524          15P    16P    13P     8P    10P    10P    15P    12P    10P    11P    16P    11P
USC00100010           0C     0S     0S     0C -7777S     1C     0C     0C -7777C     0C     0C     0C
USC00100227       -7777S -7777S     1S     0S     1S     1S -7777S -7777S     1S     0S -7777S     0S
USC00100347           0P     0P     1P     1P     3P     0P     1P -7777P     1P     1P     1P     2P
USC00100375           0S     1S -7777S     1S     0S     1S     1S     1S     1S     0S     0P     1S
USC00100448           4S     3S     1S     1S     2S     0S     0S     0S -7777S -7777P     1P     1P
USC00100470           1S     1S     1S     2S     2S     2S -7777S     0S     1S     1S     1S -7777S
USC00100667           1S     1S     1S     1S     1S     1S     2S     1S -7777S -7777S     5S     3S
USC00100803           1P     0P     0P     0P     2P     0P     1P     1P     0P     1P     0P     1P
USC00101017           1C -7777C     1C     1C     3C -7777C     1C     0C     1C     1C     1C     2C
USC00101079           1S     2S     1S     1S     1S     1C -7777S -7777S     0C     1S     2S     2S
USC00101180           0C -7777S     0S -7777S     2S     1S -7777C     0C     0S     1S     0S -7777S
USC00101195           0S     0S     0S     0S     1S     0C     0C     0C     0S     0C     0S     0S
USC00101220           0S -7777S -7777C -7777S     1S     1S     0C     0S -7777C     1S     1C     0S
USC00101363           5C     3C     2C     1C     2S     3C -7777C     2C -7777S     1S     7S     5S
USC00101380           0P     0P     1P     0P     0P     0P     0P     0P     0P     1P     0P     0P
USC00101408           1S     1C -7777C -7777C     0C     1C     0C     1C     1C -7777C     3C     5C
USC00101514           1C     1C     1C -7777C     2C     0C     0C     0S     0S     2S     2C     4C
USC00101551           0S     0S     1C     1S     1S -7777C     0S     0S     0S -7777C     0C     1S
USC00101636           5S     3S     1S     2C     2C     1S     0S -7777S     2C     3C     4C     9S
USC00101663           0P     0P     0P     0P     1P     1P     1P     0P     0P     0P     0P     0P
USC00101671           0C     0S -7777C -7777C     0C     1C     0C -7777S -7777C     0C     0C     0S
USC00101956           3P     2P     1P     1P     3P -7777P -7777P     1P     0P     2P     2P     4P
USC00102159       -7777C -7777C     0C     1C     4S     2C     1S     1C     1S -7777S -7777S     0S
USC00102246           1P     1P     0P     1P     4P     1P     2P     1P     1P     0P     0P     0P
USC00102260           3S     1S     1S     1C -7777S     1S     1C     0S -7777C     1S     0S     1S
USC00102444           0S -7777S     0S     0S     1C     0C     0C     0C     1S -7777S     0S     0S
USC00102575           3S     2P -7777S -7777S -7777S     1P -7777P     2P     1S     2S     4P     2S
USC00102707           0C     0C -7777C -7777C     1C     1C     0C     0C     1C     0C     0C     0C
USC00102845           1C     1C     0C     1C     3C     1C     1C -7777C     1C     1C     3C     1C
USC00102875           3C     1C -7777C     1C     2S     3S     1S     1C     2C     2C     3S -7777S
USC00102942       -7777S     0C     0C     0C     1C -7777C     0C -7777C -7777C -7777C     0C     1S
USC00103110           1P     0P     1P     0P     0P     0P     1P     0P     0P     0P     1P     1P
USC00103143           4C     3C     2S     2C     3C     6S     1C     1C     3C     5C     8S     4S
USC00103297           0C     0C     0S -7777C     1C     1C -7777C     1C     0C     0S     0C     0S
USC00103448           7S     1S     3S     3S     2S     1S     0S     1S -7777S     1S     5S     8S
USC00103554           0P     0P     0P     0P     0S -7777S     0S -7777S     0S -7777S     1P     0P
USC00103732           0C     0C     0S     0S     1C -7777S     1S -7777C     2C     1S     0C     0S
USC00103760           0S     0C     0S -7777S     1C     1C     0C     0C     0S     0C     0S     0S
USC00103771           0C -7777S -7777C -7777C     4C     4S     2S     1S     2S     1S     1C     0C
USC00103882           2P     0P -7777P     1P     0P     2P     1P     0P     0P     1P     1P     1P
USC00103932       -7777S     0S     0S     0S     0S     0S     0S     0S     1S     1S     1S     1S
USC00103964           0S     0S     0S     0C     1C     1S -7777C     0C     0S     0C     0S     0S
USC00104140           0C -7777C     0C     1C     1S     0S     0S     0C     0S -7777C     1C     1C
USC00104150           5P     6S     4P     2S     5P     2S     2S     1S -7777S     3P     9P     6P
USC00104268           1P     0P -7777P     1P     1P     0P -7777P     0P     0P -7777P     2P     3P
USC00104384           0S     0C     0C -7777C     0S     2C -7777S     1C     0S -7777C     0S     0S
USC00104442           2C     2S     1S     1S     2C -7777C     0C     1C     1S     1C     3C     5C
USC00104455       -7777S -7777S     1S     1S     2S     1S -7777S     0S -7777S -7777S     0S -7777S
USC00104456           1S -7777C     1C     0C     1C     1S -7777S     0S -7777C     0S     1S     1C
USC00104598           4S     2S     1S     1S     3S     3P     1S -7777P     1S     3S     2S     3S
USC00104670           0C -7777C     0S -7777S -7777C     0C     0C     0C     0C -7777S     1C -7777C
USC00104793           1P     0P -7777S -7777S     2S     3S     2S     1S     1S     1S     1P     0P
USC00104831           3C     2S     1S     1C     2S     1C     1S     1S     1S     3C     4C     4S
USC00104845           3C     1C     3C     1S     1S     1C -7777C     0C     1S     1C     2S     4C
USC00105013           0P     0P     0P     1P     6P     3P     3P     1P     0P     3P     1P     1P
USC00105275           0C     1C     0C     0C     1C     0C     1C -7777C     1C     0S     0C     0S
USC00105462           1S     0S -7777S -7777C     0S     1S     1S     0S     0S     0S     0S     0S
USC00105563           0P -7777P     0P     0P     1P -7777P     1P     0P     1P     0P     0P     0P
USC00105567           0P     0P     0P -7777P     0P     0P     0P     0P -7777P     0P     0P     0P
USC00105678       -7777S     0S     1S -7777S     1S -7777S     1C     0S     0S     0S     1S     0S
USC00105685           0P     0P     0P     0P     1P     0P     1P     0P     0P     1P     0P     0P
USC00105708           2C     1C     1C     0C -7777S     1C     1C     1C     1S     1S     2C     2C
USC00105716           0P     0P     1P     0P     2P -7777P     0P     1P     1P     1P     0P     2P
USC00105897           1C -7777C     0S     0S     0S     1C -7777C -7777S     0S -7777C     1C     2S
USC00105980           0S     0S     0S -7777S     0S -7777S     0S -7777S -7777S     0S -7777S -7777S
USC00106152           2C -7777C     1C     1C     2C -7777S     1C     2C     1C     3S     4C     2C
USC00106174           0S     0S     1S     0S     1P     0P -7777P     0S -7777S     0S     0P     1P
USC00106230           3P     7P     1P     4P     2P     2P     2P     1P     1P     5P    10P     5P
USC00106305           0C     0C     0C     0C -7777S     0S     0S     0S -7777S -7777S     0S     0C
USC00106424           0S     0S -7777S     0S     3S     1S     1S     1S     1S     0S     0S -7777S
USC00106542           0C     0C -7777C -7777C     2C -7777C     0S -7777S     1S     0S     0C     0S
USC00106586           2P     0P     0P     0P     2P     1P     0P     0P     0P     1P     2P     5P
USC00106844       -7777S     0S -7777C     0C     1C     0C     0S     0C     0S     0C     0S     0S
USC00106877           0S -7777P     0P -7777S     1S     0P     0S     0S     0S -7777S     0S -7777P
USC00106891       -7777S     0S -7777S     0S     1S     1S     0S     0S     0C -7777S     0S -7777S
USC00107040           1C     1C     1C -7777C     1S     1C -7777S     0S -7777C     1C     1C     1C
USC00107046           6P     4S     2S     2S     5S     4S     3S     1C     2S     2S     6P     5P
USC00107208           0P     1P     0P     0P     1P     2P     1P     1P     1P     0P     0P     0P
USC00107264       -7777P     1S     1S     0S     2S -7777S -7777S     1S     0S     0S     1S     2S
USC00107301           1S     2S     1S     2S     3S     0S     1S     1S     1S     2S     2S     1P
USC00107320           6P     5S     3S     2S     4S     3S -7777C     1S     3C     3S     7P     3P
USC00107346       -7777C -7777S     1S     1S     3S     0S -7777P -7777S     3S     2S     0S -7777S
USC00107386           3C     3C     4C     2C     2C     3C -7777C     1C     1C     1C     4C     4C
USC00107644           0S     0S     1S     0S     1S     3S -7777S     0S     1S     0S -7777S     0P
USC00107648           1C     0S -7777C -7777C     1C -7777C     0C     0S -7777C     0C     0S     0C
USC00107673       -7777S -7777S     1S     0S     0C -7777S -7777S -7777S -7777S -7777S     1S     1S
USC00107706           0C     0C -7777S     0S     1S -7777S     1S     1S -7777S -7777S -7777S     0S
USC00107968           0P     0P     0P     0P     1P     1P     0P     0P     0P     0P     0P     0P
USC00108022           1S     0C     1S     1C     1C     2S     1C     0S     1C     0C     1C     1S
USC00108062           5S     4C     1S     1C     1S     3S     1S     2S     1S     2S     6P     4S
USC00108080           0S     0C     0C     0C -7777C -7777C -7777C     0C     0C     0C     0C     0C
USC00108137           5S     5C     3S     2S     2S     2S     2S     1S     1S     2S     9S     8S
USC00108380       -7777S     1S -7777C     0C     0S -7777S     0S -7777S     1S -7777S -7777S     1C
USC00108535       -7777S -7777S     0S     1S     3S -7777S     1S -7777C     1S     1S     0S     0S
USC00108676       -7777P     1S     1S     1S -7777S -7777S     0S     0S -7777S     1S     1S -7777S
USC00108928           0C     0C     0S     1S     1C     0S     0S     0S -7777S     0S     0C -7777C
USC00108937       -7777C     0S -7777C     0S     2C     1C     1S     0S     1C -7777S -7777S -7777S
USC00109000           0P     0S     0S     0S     1S     0S -7777S -7777S -7777S     0S -7777S     0S
USC00109293           0S -7777S -7777S -7777S -7777C -7777S     0C     0C     0S -7777S -7777S -7777S
USC00109303           0S -7777C     0C     1S     1C -7777C     0C     1S     0C     0C     1C     1C
USC00109498           5P     5P     3P     2P     3P     3P     2P     2P     1S     3S     9P     8P
USC00109638           0S     0P     0S     0S -7777S     1S -7777S     0S     0S     0S     0S -7777S
USC00109846           0C     1C     0C     1C     3S     1C -7777C     1S     1C     1C     1S     0S
USC00109951           2P     1S     1P     1P     1P     1P     1P -7777P     1P     1P     5P     4P
USC00109963           1P     0P     0P -7777P     0P     2P     1P     1P     1P     1P     1P     0P
USC00110050           7P     4P     7P     9P    11P    14P    12P     9P    10P     8S     9P     5P
USC00110072           2C     2C     6S    10C    13S    14S    11S    15S     8S     8C     3C     4C
USC00110137           8S     6S     5C    10S    15C    10S    11P     9S     9S     8S     9C    10S
USC00110187           8S     9C    12C    12C    19C    12C    10C    10S    10C    11C    14C    11S
USC00110203           3S     1P     2P     6P    10S     9P    10P    13S     8S     6P     8S     5P
USC00110330           5P     6P     7P    12P    15P    17P    10P    13P     6P     6P     6P     5P
USC00110338           2C     2C     3S     9S    10C    12C     9S    11S     8S     7S    10S     4S
USC00110356           4S     3S     4C     9C    13C    15C    11C    11C    11C     6C     6C     4S
USC00110442           3S     2S     3P     9S    10S    10S    13S    15P     8S     6S     6S     3S
USC00110492           5S     2S     4S     8S     9P    13S    10S    10S     9S     8P    12S     7P
USC00110500           7S     5S     6S     9S    13S    11S    12S     7S     8S    10S     9S     9S
USC00110583           1P     1P     4P     9P    10P    15P     9P    15P    10P     5P     2P     2P
USC00110598           3S     4C     7C     9C    13C    12C    13C    13C    10C     7C     7C     4C
USC00110608           7S    10S    11S    13S    15S    13S    11S     9S    11S    12S    11S     9P
USC00110761           4S     3S     6C     7S    12C    11C    10S    11S     8S     6S     7S     8S
USC00110803           5P     3P     4P    11P    12P    11P    12P     9P     8P     8P     5P     3P
USC00110868           3S     3S     6C     7C    10C    12C    13C     9C    10C     4C     6C     5C
USC00110993          11C    11C    10C    12C    14C    11S    14S     7C    12C    12C    12S    13S
USC00111020           8P     5P     6P    10P    17P    14P    11P     6P    10P     7P    12P     4P
USC00111160           6S     6S     9S     8S    11S    11S    16S    10S    10S    10S    10S     8S
USC00111250           3P     2P     6P     7P    16P    11P    12P    10P     7P     4P    10P     6P
USC00111265           8S     7S    10S    10S    16S    14S    10S     9S     6S    10S    10S    10S
USC00111280           4P     4P     5P     8P    11P     8P    13P     7P    10P     8P     9P     7P
USC00111290           6P     6P     7P    11S    15S    15S    14S     7S    11S    10S    10P     7P
USC00111296           8P     7P     9P     9P    16P    12P    13P     9P     9P     7P    12P    10P
USC00111302          10P     9P    12P    10P    13P    14P    15P    10P     8P     6P    14P    10P
USC00111316           5P     5P     6P    12P    16P    18P    11P    15P    11P     8P     6P     4P
USC00111329           7P     7P     6P    11P    13P    13P    13P    11P     8P    10P     8P     8P
USC00111386           7P     5S    10S     9S    16S    13S    11P     5P     8S    10S     9S     8S
USC00111420           3S     2S     4C     7S    10C    11C    11C    10C     9C     6C     8C     3C
USC00111436           6S     5S     5S     9S    11S    11S    13S     9S     8C    11C    10C     7C
USC00111475           4S     4S     5C     5C    10C    10S     8C     8C     8C     6C     7C     6C
USC00111491           6C     6C    10C    10S    18S    13S    10C    10C    10C     9C    13C     9C
USC00111497           2S     2S     3S     7S     9S     8S    10S    12S    10S     7S     6S     3C
USC00111627           3C     3S     6S     8S    12S     8S    10S    11S     9S     5S     8S     5S
USC00111700           5C     8C     9S     8C    15C    11C    13C     9S     9S    11C    12S     7C
USC00111743           3C     4S     5C     7C    12C    11C    14C    11S     7C    10C     9C     7C
USC00111836           6P     4P     4P     7P    12P     9P    11P    12P     7P     5P     5P     3P
USC00112048           1P     2P     4P     9P    12P    11P    14P    12P     8P     6P     6P     4P
USC00112140           5C     5C     6C     7C    12C    13C    14C    10C     8C     9C    11C     4C
USC00112145           4C     5C     4C     6C    12C    12C    15C     8C     7C    11C     9C     5C
USC00112193           6S     5S     4S     9S    13S    13S    12S    12S     8C    10S     9S     4S
USC00112223           1S     1S     3S     6C    12S    10S    11S    12S     8S     6S     6C     3S
USC00112344           6S     5S    10S    12S    13S     7S    13S    10S    12S    10S    11S    10S
USC00112348           2S     2S     5S     8S    12S    13S    11S    14S     8S     6S     4S     4S
USC00112353           9S     9S    11S    14S    18P    11C    11S    10S    13C    11C    14C    13C
USC00112483           8S     6S     9C    10C    20C    11C    11C    10C    10C    10C    12C     8C
USC00112500           4P     2P     6P     7P    12P    14P    12P    10P     9P     8P     6P     4P
USC00112679           7P     5P     5P     8P    17P    14P    13P    12P     9P     8P    10P     8P
USC00112736           2S     1S     3C     9C    11S     8S    10S    16S     8S     6S     6S     3C
USC00112745           0P     2P     4P     8P    11P    14P    12P    15P    13P     6P     5P     3P
USC00112923           2S     3S     5C     6C    11C    11C    11C     8S     8C     6C     8C     5C
USC00112931           8C     7C    10C     8C    13C     8S    11C     9C     6C     9C    11C     8C
USC00112993           3P     5P     5P     6P    11P    14P    10P    11P     7P     8P     7P     5P
USC00113061           4P     4P     5P     6P    10P    15P    17P     9P    10P     8P     5P     5P
USC00113109           7S     7S     8S    11S    14S    10S    10S    10S     9S    11S    12S     7S
USC00113262           2C     2C     3C     8C     9C    13C    11C    13C    12C     8C     5C     3C
USC00113290           1S     2S     5S     7S     9S    12S    10S    13S     7S     9S     5S     3S
USC00113312       -7777C     1C     2S     9C    11C    14C    14C    11C    10C     7C     6C     3C
USC00113320           3C     3C     5C     9C    11C    12C    14C    12C    10C     6C     8C     4S
USC00113335           3S     3S     6S    10S     9P    15P    10S    16S    10S     7P     6P     4S
USC00113384           2C     3C     7S     9C    12C    12C    12C    13C     8C     9C     6C     3C
USC00113392           0P     1P     4P     8P    15P    15P    10P    13P    10P     5P     2P     3P
USC00113413           2S     3S     3S     8S     9S     8S    13S    12S     6S     9S     7S     5S
USC00113455           2S     2S     5S     8S    11S    14S    14S    10S    11S     8S     5S     4S
USC00113530           4S     5S     5S     7S    14S    14S    15S    11S     9S     8S     7S     5S
USC00113572           9P     4P     8P    10P    14P    12P    11P    11P    11P     7P    11P    10P
USC00113580          11P     7P    12P    13P    16P    13P    12P     9P    11P    12P    11P    10P
USC00113595           6S     8S    11S    13S    16S    13S    10S    10S     8S    10S    14S     9S
USC00113666           4S     5C     3C    10C    11C    10C     9C     8C    11C     7S    10C     8C
USC00113683           4P     7P     7P     9P    13P    13P    11P    11P     9P    12P    10P     6P
USC00113693           7S     6S     6S     8S    12S    10S    11S     7S     9S    10S     9S     8P
USC00113717           5P     3P     5P    10P    12P    12P    14P     6P    10P     7P    10P     8P
USC00113738           4P     1P     4P     9P    10P     9P    11P     9P     9P     5P     8P     2P
USC00113774           3P     4P     3P     9P    12P    16P    15P    10P     9P     8P    10P     3P
USC00113879           8S     6S     9S    13P    19S    14S    13S     7S    10S    10S    12S    10S
USC00113902           1P     2P     4P     8P    12P    11P    10P    12P     9P     5P     3P     3P
USC00113940           5C     5C     6S     6C    11S    12C     9C    13C     9C     7C     9C     7S
USC00114013           4P     2S     5P     8S     9S     9S    13S    14S     9S     5S     8S     6P
USC00114089           5S     6S     9S     9S    14S    12S    12S    13S    10S    12S    11S    10S
USC00114108           7S     5C     7S    10S    17S     8S    10S     9S    10S    11S    12S     9S
USC00114198           3C     5C     5C     7C    12S    11C    12C    11C     7C    10C     7C     4C
USC00114317           6S     6C    10C    11S    16C    14C    16C     8C    12S    10S    13C     8C
USC00114355           1S     1S     5S     8S    13S    13S    13S    13S     9S     8S     4S     2S
USC00114400           7P     7P    12P     8P    19P     9P    12P    10P     8P     9P     8P     6P
USC00114442           3C     4C     4C     9C    14C    15C    12C    11C    10C     6C    10C     6C
USC00114489           5S     5S     7C     8C    14S    10C    11C     8C    10C     8S    13S     8C
USC00114530           3C     3C     4C     7C     8S     8S    11C    11S     9C     5C     7S     3C
